epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,1919.45,1.16384,1.00074,0.99841,0.90049,0.76,0.83022,0.28112,2.28723,1.30832,1.56348,0.0008318,0.0008318,0.0008318
120,1936.61,0.954,0.84387,0.93371,0.85266,0.72,0.75221,0.29146,2.22368,1.31089,1.53741,0.0008219,0.0008219,0.0008219
121,1952.72,0.91475,0.89811,0.97158,0.85266,0.72,0.75221,0.29146,2.22368,1.31089,1.53741,0.000812,0.000812,0.000812
122,1968.71,0.91021,0.85609,0.92127,0.85297,0.72,0.75713,0.28571,2.21278,1.31714,1.53426,0.0008021,0.0008021,0.0008021
123,1984.47,1.04085,0.97032,0.93839,0.85297,0.72,0.75713,0.28571,2.21278,1.31714,1.53426,0.0007922,0.0007922,0.0007922
124,2000.49,1.01468,1.06387,1.05209,0.85403,0.72,0.7286,0.26807,2.26989,1.38078,1.54692,0.0007823,0.0007823,0.0007823
125,2016.36,0.91286,0.83526,1.00366,0.85403,0.72,0.7286,0.26807,2.26989,1.38078,1.54692,0.0007724,0.0007724,0.0007724
126,2032.39,1.06518,0.91324,1.01581,0.85327,0.72,0.6736,0.2442,2.31217,1.39811,1.53385,0.0007625,0.0007625,0.0007625
127,2048.72,0.91067,0.95315,0.93745,0.85327,0.72,0.6736,0.2442,2.31217,1.39811,1.53385,0.0007526,0.0007526,0.0007526
128,2064.78,1.04514,0.942,0.96495,0.85315,0.72,0.67775,0.24643,2.29348,1.36519,1.54342,0.0007427,0.0007427,0.0007427
129,2080.53,0.9038,0.83977,0.97432,0.85315,0.72,0.67775,0.24643,2.29348,1.36519,1.54342,0.0007328,0.0007328,0.0007328
130,2096.41,1.07039,0.96249,0.97569,0.85359,0.72,0.7406,0.24666,2.31085,1.36448,1.54527,0.0007229,0.0007229,0.0007229
131,2112.44,0.95671,0.87398,0.94267,0.85359,0.72,0.7406,0.24666,2.31085,1.36448,1.54527,0.000713,0.000713,0.000713
132,2128.29,1.08577,0.84195,0.948,0.85344,0.72,0.75536,0.25955,2.31415,1.38931,1.55224,0.0007031,0.0007031,0.0007031
133,2144.23,0.93824,0.8638,0.88886,0.85344,0.72,0.75536,0.25955,2.31415,1.38931,1.55224,0.0006932,0.0006932,0.0006932
134,2160.11,0.9414,0.86185,0.91597,0.90047,0.76,0.81923,0.25308,2.31078,1.36905,1.54907,0.0006833,0.0006833,0.0006833
135,2175.86,0.8835,0.78662,0.91267,0.90047,0.76,0.81923,0.25308,2.31078,1.36905,1.54907,0.0006734,0.0006734,0.0006734
136,2191.8,0.99495,0.90482,0.9279,0.89956,0.76,0.8215,0.27177,2.30158,1.32133,1.55916,0.0006635,0.0006635,0.0006635
137,2207.6,0.99007,0.83913,0.95907,0.89956,0.76,0.8215,0.27177,2.30158,1.32133,1.55916,0.0006536,0.0006536,0.0006536
138,2223.4,0.9949,0.87296,0.93829,0.89986,0.76,0.84202,0.28387,2.23498,1.35269,1.52326,0.0006437,0.0006437,0.0006437
139,2239.4,0.99214,0.86972,0.94952,0.89986,0.76,0.84202,0.28387,2.23498,1.35269,1.52326,0.0006338,0.0006338,0.0006338
140,2255.84,0.9306,0.78058,0.87966,0.89952,0.76,0.86303,0.31525,2.24234,1.30184,1.54652,0.0006239,0.0006239,0.0006239
141,2271.5,0.87894,0.81044,0.90684,0.89952,0.76,0.86303,0.31525,2.24234,1.30184,1.54652,0.000614,0.000614,0.000614
142,2287.52,1.00747,0.84217,0.93069,0.89963,0.76,0.86195,0.29812,2.27449,1.30677,1.56935,0.0006041,0.0006041,0.0006041
143,2303.3,1.02876,0.84661,0.91934,0.89963,0.76,0.86195,0.29812,2.27449,1.30677,1.56935,0.0005942,0.0005942,0.0005942
144,2319.31,0.89804,0.81274,0.8858,0.89937,0.76,0.86442,0.31593,2.27465,1.3531,1.58053,0.0005843,0.0005843,0.0005843
145,2335.02,0.91167,0.77328,0.93959,0.89937,0.76,0.86442,0.31593,2.27465,1.3531,1.58053,0.0005744,0.0005744,0.0005744
146,2350.78,0.89992,0.84359,0.95392,0.89943,0.76,0.86717,0.30107,2.23664,1.38112,1.55827,0.0005645,0.0005645,0.0005645
147,2366.55,0.833,0.82308,0.90406,0.89943,0.76,0.86717,0.30107,2.23664,1.38112,1.55827,0.0005546,0.0005546,0.0005546
148,2382.48,0.82224,0.81874,0.89423,0.89925,0.76,0.8579,0.28626,2.23275,1.32817,1.56913,0.0005447,0.0005447,0.0005447
149,2398.25,0.97152,0.87321,1.01923,0.89925,0.76,0.8579,0.28626,2.23275,1.32817,1.56913,0.0005348,0.0005348,0.0005348
150,2414.28,0.79596,0.72448,0.86348,0.89816,0.76,0.86857,0.29837,2.24123,1.27941,1.58165,0.0005249,0.0005249,0.0005249
151,2429.98,0.78535,0.81134,0.86609,0.89816,0.76,0.86857,0.29837,2.24123,1.27941,1.58165,0.000515,0.000515,0.000515
152,2445.96,0.85879,0.74972,0.88942,0.89713,0.76,0.87548,0.29437,2.24423,1.2481,1.5848,0.0005051,0.0005051,0.0005051
153,2461.9,0.90894,0.76628,0.9531,0.89713,0.76,0.87548,0.29437,2.24423,1.2481,1.5848,0.0004952,0.0004952,0.0004952
154,2477.8,0.81593,0.74401,0.89023,0.89728,0.76,0.8774,0.30288,2.24511,1.27596,1.57448,0.0004853,0.0004853,0.0004853
155,2493.71,0.84484,0.79659,0.91519,0.89728,0.76,0.8774,0.30288,2.24511,1.27596,1.57448,0.0004754,0.0004754,0.0004754
156,2509.62,0.8431,0.82102,0.93132,0.8956,0.76,0.86868,0.29408,2.28364,1.2887,1.61239,0.0004655,0.0004655,0.0004655
157,2525.46,0.87419,0.71055,0.8931,0.8956,0.76,0.86868,0.29408,2.28364,1.2887,1.61239,0.0004556,0.0004556,0.0004556
158,2541.28,0.88844,0.76565,0.90617,0.89595,0.76,0.86152,0.29377,2.26793,1.24816,1.61095,0.0004457,0.0004457,0.0004457
159,2556.95,0.7875,0.75221,0.89137,0.89595,0.76,0.86152,0.29377,2.26793,1.24816,1.61095,0.0004358,0.0004358,0.0004358
160,2572.77,0.78003,0.69925,0.86237,0.89747,0.76,0.85905,0.296,2.26005,1.21954,1.61615,0.0004259,0.0004259,0.0004259
161,2588.56,0.95616,0.78109,0.9021,0.89747,0.76,0.85905,0.296,2.26005,1.21954,1.61615,0.000416,0.000416,0.000416
162,2604.3,0.83403,0.77513,0.94095,0.8977,0.76,0.85966,0.29125,2.28772,1.18563,1.62712,0.0004061,0.0004061,0.0004061
163,2619.89,0.91169,0.74496,0.93646,0.8977,0.76,0.85966,0.29125,2.28772,1.18563,1.62712,0.0003962,0.0003962,0.0003962
164,2635.74,0.8625,0.75591,0.94472,0.764,0.8,0.76241,0.28712,2.33501,1.17015,1.65902,0.0003863,0.0003863,0.0003863
165,2651.57,0.77236,0.69696,0.87665,0.764,0.8,0.76241,0.28712,2.33501,1.17015,1.65902,0.0003764,0.0003764,0.0003764
166,2667.24,0.81332,0.78465,0.93036,0.7962,0.8,0.76792,0.28922,2.34315,1.17353,1.65509,0.0003665,0.0003665,0.0003665
167,2682.92,0.85478,0.73445,0.90873,0.7962,0.8,0.76792,0.28922,2.34315,1.17353,1.65509,0.0003566,0.0003566,0.0003566
168,2698.74,0.77237,0.6937,0.87974,0.8045,0.82338,0.76082,0.27307,2.34524,1.1676,1.66474,0.0003467,0.0003467,0.0003467
169,2714.63,0.80302,0.73769,0.87408,0.8045,0.82338,0.76082,0.27307,2.34524,1.1676,1.66474,0.0003368,0.0003368,0.0003368
170,2730.35,0.78792,0.68745,0.87711,0.77345,0.81972,0.75949,0.27579,2.3214,1.17232,1.65415,0.0003269,0.0003269,0.0003269
171,2746.03,0.83427,0.74342,0.86939,0.77345,0.81972,0.75949,0.27579,2.3214,1.17232,1.65415,0.000317,0.000317,0.000317
172,2762,0.71817,0.64752,0.86047,0.7738,0.82139,0.76679,0.2627,2.30207,1.15737,1.65517,0.0003071,0.0003071,0.0003071
173,2777.72,0.68887,0.69399,0.88545,0.7738,0.82139,0.76679,0.2627,2.30207,1.15737,1.65517,0.0002972,0.0002972,0.0002972
