epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,235.466,1.88051,2.13943,1.2306,0.00307,0.92,0.00928,0.00429,1.67459,4.27582,1.13238,0.000453128,0.000453128,0.000453128
15,252.123,1.6562,2.65706,1.11636,0.0032,0.96,0.00929,0.00405,1.69822,4.31361,1.15347,0.000479515,0.000479515,0.000479515
16,268.868,1.62405,2.24607,1.2322,0.0032,0.96,0.00956,0.00402,1.66592,4.29165,1.15267,0.000504913,0.000504913,0.000504913
17,285.524,1.6002,2.10241,1.16158,0.0032,0.96,0.00941,0.00361,1.65816,4.30824,1.15939,0.00052932,0.00052932,0.00052932
18,302.248,1.8857,2.10751,1.23527,0.00307,0.92,0.00877,0.00323,1.73655,4.3303,1.19404,0.000552738,0.000552738,0.000552738
19,319.044,1.6178,1.84578,1.17587,0.00307,0.92,0.00844,0.00272,1.78593,4.37045,1.20975,0.000575165,0.000575165,0.000575165
20,335.633,1.65313,2.22074,1.13533,0.0028,0.84,0.007,0.0024,1.75165,4.33395,1.19499,0.000596603,0.000596603,0.000596603
21,352.27,1.96009,2.48528,1.25925,0.00267,0.8,0.00646,0.0022,1.74012,4.4503,1.17934,0.00061705,0.00061705,0.00061705
22,368.903,1.60862,2.28497,1.17728,0.00267,0.8,0.00643,0.00255,1.63976,4.46934,1.13906,0.000636507,0.000636507,0.000636507
23,385.633,1.58611,2.20647,1.06762,0.00267,0.8,0.00613,0.00241,1.63498,4.46109,1.14024,0.000654975,0.000654975,0.000654975
24,402.403,1.88396,1.96024,1.204,0.00267,0.8,0.00635,0.00294,1.72889,4.56079,1.17915,0.000672452,0.000672452,0.000672452
25,419.122,1.69837,2.02965,1.18624,0.00267,0.8,0.00648,0.00278,1.76325,4.6067,1.1827,0.00068894,0.00068894,0.00068894
26,435.364,1.64004,2.07463,1.09198,0.0028,0.84,0.00666,0.0029,1.75295,4.50859,1.17067,0.000704437,0.000704437,0.000704437
27,451.893,1.51743,2.01591,1.12262,0.00307,0.92,0.00771,0.00291,1.73723,4.4374,1.14703,0.000718945,0.000718945,0.000718945
28,468.359,1.6573,1.77345,1.17102,0.00307,0.92,0.00771,0.00291,1.73723,4.4374,1.14703,0.000732463,0.000732463,0.000732463
29,484.587,1.55039,2.13588,1.04438,0.0032,0.96,0.00796,0.00274,1.71838,4.30165,1.15464,0.00074499,0.00074499,0.00074499
30,503.095,1.52749,1.88556,1.1051,0.00333,1,0.0082,0.00262,1.75096,4.204,1.1558,0.000756527,0.000756527,0.000756527
31,519.919,1.52934,2.3098,1.08952,0.00333,1,0.0082,0.00262,1.75096,4.204,1.1558,0.000767075,0.000767075,0.000767075
32,536.38,1.62333,2.21677,1.19246,0.00333,1,0.009,0.00272,1.791,4.10617,1.16821,0.000776633,0.000776633,0.000776633
33,552.871,1.78802,1.8656,1.08514,0.0032,0.96,0.00923,0.00289,1.8474,4.04215,1.18782,0.0007852,0.0007852,0.0007852
34,569.301,1.71676,1.94192,1.18315,0.0032,0.96,0.00923,0.00289,1.8474,4.04215,1.18782,0.000792777,0.000792777,0.000792777
35,585.822,1.61939,1.77807,1.07486,0.00333,1,0.01409,0.00504,1.8218,3.97378,1.17204,0.000799365,0.000799365,0.000799365
36,602.373,1.70058,1.81549,1.33079,0.0032,0.96,0.01706,0.00557,1.809,3.89268,1.16928,0.000804962,0.000804962,0.000804962
37,618.757,1.49923,1.68165,1.1194,0.0032,0.96,0.01706,0.00557,1.809,3.89268,1.16928,0.00080957,0.00080957,0.00080957
38,635.27,1.71368,1.81922,1.17616,0.0032,0.96,0.13156,0.05475,1.788,3.90644,1.14594,0.000813187,0.000813187,0.000813187
39,653.134,1.49657,1.86947,1.20443,0.0032,0.96,0.16055,0.08874,1.79104,3.86773,1.15808,0.000815815,0.000815815,0.000815815
40,669.586,1.60234,1.7514,1.17288,0.0032,0.96,0.16055,0.08874,1.79104,3.86773,1.15808,0.000817452,0.000817452,0.000817452
41,686.506,1.673,1.80058,1.12378,0.0032,0.96,0.16025,0.07886,1.81654,3.80981,1.18721,0.0008181,0.0008181,0.0008181
42,702.787,1.5296,1.76572,1.08414,0.0032,0.96,0.16033,0.08064,1.83616,3.75049,1.2232,0.000817758,0.000817758,0.000817758
43,719.275,1.7371,1.84301,1.11903,0.0032,0.96,0.16033,0.08064,1.83616,3.75049,1.2232,0.000816425,0.000816425,0.000816425
44,735.601,1.72618,1.70794,1.19924,0.00333,1,0.16155,0.08658,1.83712,3.64008,1.23093,0.000814102,0.000814102,0.000814102
45,751.813,1.55277,1.54717,1.15788,0.00333,1,0.16155,0.08658,1.83712,3.64008,1.23093,0.00081079,0.00081079,0.00081079
46,768.205,1.54239,1.58601,1.14847,0.00333,1,0.32137,0.18361,1.86329,3.58681,1.24494,0.000806487,0.000806487,0.000806487
47,784.555,1.44168,1.77027,1.12184,0.00333,1,0.32137,0.18361,1.86329,3.58681,1.24494,0.000801195,0.000801195,0.000801195
48,801.176,1.54213,1.61201,1.11512,0.00333,1,0.54637,0.25033,1.84759,3.49571,1.23751,0.000794913,0.000794913,0.000794913
49,817.545,1.64045,1.74844,1.10835,0.00333,1,0.54637,0.25033,1.84759,3.49571,1.23751,0.00078764,0.00078764,0.00078764
50,834.031,1.52436,1.59737,1.14236,0.00307,0.92,0.57676,0.25327,1.87721,3.3633,1.23573,0.000779377,0.000779377,0.000779377
51,850.501,1.47687,2.16208,1.2269,0.00307,0.92,0.57676,0.25327,1.87721,3.3633,1.23573,0.0007625,0.0007625,0.0007625
52,866.918,1.58835,1.56162,1.08704,0.71518,0.68,0.62717,0.26102,1.92863,3.30798,1.26414,0.00073775,0.00073775,0.00073775
53,883.255,1.55863,1.55832,1.06875,0.71518,0.68,0.62717,0.26102,1.92863,3.30798,1.26414,0.000713,0.000713,0.000713
54,899.805,1.51106,1.78156,1.0989,0.99368,0.52,0.71034,0.31012,1.92885,3.22355,1.26505,0.00068825,0.00068825,0.00068825
55,916.289,1.50395,2.09458,1.16985,0.99368,0.52,0.71034,0.31012,1.92885,3.22355,1.26505,0.0006635,0.0006635,0.0006635
56,932.769,1.46549,1.58998,1.06959,1,0.17063,0.79792,0.3657,1.86563,3.02915,1.25264,0.00063875,0.00063875,0.00063875
57,949.209,1.58201,1.51102,1.15282,1,0.17063,0.79792,0.3657,1.86563,3.02915,1.25264,0.000614,0.000614,0.000614
58,965.711,1.45287,1.66485,1.0997,1,0.42582,0.87977,0.38731,1.78206,2.81053,1.23423,0.00058925,0.00058925,0.00058925
59,982.034,1.29156,1.541,1.03218,1,0.42582,0.87977,0.38731,1.78206,2.81053,1.23423,0.0005645,0.0005645,0.0005645
60,998.676,1.40676,1.50047,1.06569,0.94868,0.73996,0.88147,0.3923,1.7296,2.56093,1.22658,0.00053975,0.00053975,0.00053975
61,1015.47,1.54064,1.47501,1.12499,0.94868,0.73996,0.88147,0.3923,1.7296,2.56093,1.22658,0.000515,0.000515,0.000515
62,1032.53,1.56408,1.68859,1.20346,0.9085,0.79452,0.90606,0.39311,1.73615,2.3495,1.23485,0.00049025,0.00049025,0.00049025
63,1050.12,1.39336,1.45765,1.04526,0.9085,0.79452,0.90606,0.39311,1.73615,2.3495,1.23485,0.0004655,0.0004655,0.0004655
64,1068.71,1.44862,1.33103,1.12964,0.95419,0.83336,0.91733,0.39891,1.77145,2.2329,1.25438,0.00044075,0.00044075,0.00044075
65,1085.24,1.31759,1.39538,1.02273,0.95419,0.83336,0.91733,0.39891,1.77145,2.2329,1.25438,0.000416,0.000416,0.000416
66,1102.3,1.69542,1.47316,1.20663,0.91364,0.84661,0.90549,0.37007,1.80986,2.17459,1.27492,0.00039125,0.00039125,0.00039125
67,1121.52,1.41624,1.38527,1.09645,0.91364,0.84661,0.90549,0.37007,1.80986,2.17459,1.27492,0.0003665,0.0003665,0.0003665
68,1140.03,1.30816,1.431,1.00808,0.95435,0.83646,0.92992,0.34207,1.86224,2.14689,1.29851,0.00034175,0.00034175,0.00034175
69,1156.46,1.58794,1.42085,1.15742,0.95435,0.83646,0.92992,0.34207,1.86224,2.14689,1.29851,0.000317,0.000317,0.000317
70,1173.14,1.34622,1.49292,1.03798,0.95405,0.83076,0.92477,0.3309,1.89782,2.10072,1.31387,0.00029225,0.00029225,0.00029225
71,1189.68,1.29218,1.81885,1.11361,0.95405,0.83076,0.92477,0.3309,1.89782,2.10072,1.31387,0.0002675,0.0002675,0.0002675
72,1206.15,1.19324,1.74882,1.04417,0.91083,0.81758,0.89911,0.31487,1.89843,2.09006,1.30829,0.00024275,0.00024275,0.00024275
73,1222.3,1.32609,1.89801,1.05166,0.91083,0.81758,0.89911,0.31487,1.89843,2.09006,1.30829,0.000218,0.000218,0.000218
74,1238.53,1.25034,1.75558,1.13063,0.91972,0.8,0.89233,0.32204,1.89911,2.07798,1.30839,0.00019325,0.00019325,0.00019325
75,1254.46,1.23051,1.73901,1.09389,0.91972,0.8,0.89233,0.32204,1.89911,2.07798,1.30839,0.0001685,0.0001685,0.0001685
76,1270.53,1.18059,1.9067,1.08146,0.90753,0.78562,0.85531,0.31593,1.90844,2.0441,1.30715,0.00014375,0.00014375,0.00014375
77,1286.73,1.23854,1.80266,1.00383,0.90753,0.78562,0.85531,0.31593,1.90844,2.0441,1.30715,0.000119,0.000119,0.000119
78,1303.5,1.22535,1.80965,1.09602,0.9539,0.82801,0.91165,0.33269,1.91347,1.99209,1.30614,9.425e-05,9.425e-05,9.425e-05
79,1319.52,1.18895,1.7004,1.01393,0.9539,0.82801,0.91165,0.33269,1.91347,1.99209,1.30614,6.95e-05,6.95e-05,6.95e-05
80,1335.93,1.20395,1.84374,1.04297,0.95409,0.83167,0.9126,0.34415,1.91387,1.94172,1.30358,4.475e-05,4.475e-05,4.475e-05
