epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,1097.25,1.5145,1.53522,1.21901,0.98029,0.82434,0.97265,0.4763,1.68824,1.66397,1.29148,0.0011554,0.0011554,0.0011554
33,1131.26,1.39816,1.50902,1.1825,0.73787,0.91874,0.91327,0.4138,1.77934,2.20366,1.34045,0.00113889,0.00113889,0.00113889
34,1165.42,1.44581,1.41725,1.18827,0.98088,0.67098,0.9794,0.46938,1.62063,2.06116,1.27755,0.00112239,0.00112239,0.00112239
35,1199.76,1.35978,1.37455,1.1628,0.9119,0.86632,0.9845,0.55079,1.51547,1.71027,1.24578,0.00110589,0.00110589,0.00110589
36,1234.16,1.43413,1.39051,1.16928,0.95428,0.81042,0.98584,0.59868,1.52403,1.58862,1.26576,0.00108938,0.00108938,0.00108938
37,1268.33,1.40414,1.39795,1.21322,0.95428,0.81042,0.98584,0.59868,1.52403,1.58862,1.26576,0.00107288,0.00107288,0.00107288
38,1303.92,1.45984,1.31922,1.19128,0.97857,0.88788,0.98608,0.62823,1.39072,1.3394,1.23768,0.00105638,0.00105638,0.00105638
39,1338.74,1.40674,1.26821,1.18382,0.97255,0.98964,0.99256,0.62541,1.40067,1.31266,1.25376,0.00103987,0.00103987,0.00103987
40,1373.48,1.39318,1.3211,1.2399,0.97191,0.98486,0.99249,0.60748,1.43695,1.35604,1.23329,0.00102337,0.00102337,0.00102337
41,1407.68,1.36467,1.20933,1.16398,0.97191,0.98486,0.99249,0.60748,1.43695,1.35604,1.23329,0.00100687,0.00100687,0.00100687
42,1442.05,1.46754,1.28078,1.18675,0.9808,0.96729,0.99263,0.60661,1.45344,1.31584,1.23265,0.000990365,0.000990365,0.000990365
43,1476.29,1.36304,1.24327,1.14908,0.9792,0.95611,0.99194,0.63532,1.37204,1.35865,1.22092,0.000973861,0.000973861,0.000973861
44,1510.48,1.31522,1.2132,1.14205,0.98135,0.94046,0.99263,0.62533,1.47388,1.37606,1.27967,0.000957358,0.000957358,0.000957358
45,1544.53,1.38611,1.22015,1.13593,0.96522,0.96939,0.9927,0.62482,1.50285,1.45349,1.2711,0.000940855,0.000940855,0.000940855
46,1578.33,1.27669,1.16099,1.14117,0.96522,0.96939,0.9927,0.62482,1.50285,1.45349,1.2711,0.000924352,0.000924352,0.000924352
47,1612.34,1.33135,1.13207,1.12709,0.96628,0.94951,0.99249,0.64045,1.36697,1.29794,1.19596,0.000907848,0.000907848,0.000907848
48,1646.76,1.27696,1.19961,1.13695,0.96756,0.97959,0.99301,0.63848,1.34994,1.28767,1.19683,0.000891345,0.000891345,0.000891345
49,1680.77,1.27259,1.17288,1.13995,0.97906,0.97959,0.99197,0.62843,1.35496,1.17601,1.19295,0.000874842,0.000874842,0.000874842
50,1714.72,1.2881,1.15102,1.12786,0.98082,0.97959,0.99205,0.63673,1.36363,1.13259,1.21158,0.000858338,0.000858338,0.000858338
51,1749.14,1.24239,1.14865,1.10403,0.98082,0.97959,0.99205,0.63673,1.36363,1.13259,1.21158,0.000841835,0.000841835,0.000841835
52,1783.79,1.21096,1.15099,1.13687,0.97929,0.97959,0.99256,0.6299,1.35967,1.15676,1.17417,0.000825332,0.000825332,0.000825332
53,1818.46,1.21351,1.11099,1.10945,0.97492,0.98883,0.9948,0.65233,1.31886,1.16752,1.14369,0.000808828,0.000808828,0.000808828
54,1852.32,1.24093,1.06885,1.09336,0.95931,0.98423,0.9948,0.63798,1.31079,1.19511,1.15953,0.000792325,0.000792325,0.000792325
55,1885.62,1.25869,1.13912,1.11932,0.95931,0.98423,0.9948,0.63798,1.31079,1.19511,1.15953,0.000775822,0.000775822,0.000775822
56,1918.94,1.17104,1.02351,1.11201,0.94589,0.97959,0.99277,0.61936,1.37182,1.17806,1.1824,0.000759318,0.000759318,0.000759318
57,1952.33,1.22234,1.07822,1.10682,0.99076,0.97959,0.99422,0.60208,1.40925,1.12568,1.17458,0.000742815,0.000742815,0.000742815
58,1986.01,1.19339,1.12023,1.08918,0.97033,1,0.99422,0.64103,1.31098,1.04438,1.14037,0.000726312,0.000726312,0.000726312
59,2019.25,1.13969,1.03997,1.08252,0.96238,0.99817,0.99068,0.63014,1.31284,1.04506,1.09848,0.000709809,0.000709809,0.000709809
60,2052.23,1.16488,1.03802,1.07634,0.96238,0.99817,0.99068,0.63014,1.31284,1.04506,1.09848,0.000693305,0.000693305,0.000693305
61,2085.57,1.24182,1.08911,1.0842,0.96283,0.99901,0.99021,0.61949,1.33302,1.03837,1.05506,0.000676802,0.000676802,0.000676802
62,2118.47,1.26747,1.03446,1.07627,0.95325,0.99964,0.98942,0.6438,1.24541,1.08625,1.05098,0.000660299,0.000660299,0.000660299
63,2151.98,1.1602,1.03206,1.05244,0.97699,1,0.9942,0.63207,1.2591,1.20016,1.07371,0.000643795,0.000643795,0.000643795
64,2185.97,1.14143,1.08374,1.05174,0.97699,1,0.9942,0.63207,1.2591,1.20016,1.07371,0.000627292,0.000627292,0.000627292
65,2219.73,1.13856,1.01752,1.04943,0.96421,0.99904,0.9934,0.63815,1.25273,1.12828,1.08397,0.000610789,0.000610789,0.000610789
66,2253.61,1.13855,1.03416,1.06708,0.97412,1,0.9938,0.60091,1.30538,1.12088,1.02498,0.000594286,0.000594286,0.000594286
67,2287.59,1.15875,1.05101,1.06448,0.98251,0.99961,0.9938,0.60739,1.27068,1.11956,1.01727,0.000577782,0.000577782,0.000577782
68,2321.51,1.13685,1.00025,1.02695,0.96902,0.99661,0.9906,0.65149,1.17197,1.03612,1.02812,0.000561279,0.000561279,0.000561279
69,2354.86,1.18618,1.01987,1.05862,0.96902,0.99661,0.9906,0.65149,1.17197,1.03612,1.02812,0.000544776,0.000544776,0.000544776
70,2388.68,1.11509,0.98869,1.05076,0.96975,0.99872,0.99059,0.65476,1.16422,0.98473,1.01415,0.000528272,0.000528272,0.000528272
71,2421.65,1.08354,0.99462,1.01826,0.97172,0.99978,0.99104,0.63641,1.17659,1.01967,1.00941,0.000511769,0.000511769,0.000511769
72,2454.58,1.10664,1.00854,1.0185,0.97254,1,0.99104,0.64254,1.19133,1.02129,1.00613,0.000495266,0.000495266,0.000495266
73,2487.64,1.12278,0.981,1.05744,0.97254,1,0.99104,0.64254,1.19133,1.02129,1.00613,0.000478762,0.000478762,0.000478762
74,2521.14,1.12596,0.99812,1.0258,0.97336,1,0.99106,0.65477,1.17516,1.03213,1.00247,0.000462259,0.000462259,0.000462259
75,2554.84,1.12364,0.991,1.03365,0.97032,1,0.99073,0.64077,1.23963,1.03149,1.01259,0.000445756,0.000445756,0.000445756
76,2588.45,1.14638,0.92846,1.0402,0.97558,1,0.9942,0.63053,1.2923,1.05016,1.02736,0.000429253,0.000429253,0.000429253
77,2622.08,1.14922,1.00786,1.05842,0.9756,1,0.9942,0.64299,1.22331,1.03859,1.0324,0.000412749,0.000412749,0.000412749
78,2655.91,1.11467,0.95517,1.03603,0.9756,1,0.9942,0.64299,1.22331,1.03859,1.0324,0.000396246,0.000396246,0.000396246
79,2691.83,1.06516,0.93397,0.99791,0.98093,1,0.994,0.64539,1.1725,1.04516,1.02025,0.000379743,0.000379743,0.000379743
80,2727.67,1.08252,0.95471,1.02733,0.97809,0.98674,0.994,0.65147,1.18737,1.07795,1.02416,0.000363239,0.000363239,0.000363239
81,2761.76,1.18136,1.0097,1.04241,0.96574,0.98706,0.99379,0.65543,1.18296,1.057,1.0157,0.000346736,0.000346736,0.000346736
82,2796.16,1.20254,1.03001,1.01677,0.95646,0.98689,0.99401,0.66362,1.19146,1.06734,1.01399,0.000330233,0.000330233,0.000330233
83,2830.13,1.06014,0.96305,1.04328,0.95646,0.98689,0.99401,0.66362,1.19146,1.06734,1.01399,0.000313729,0.000313729,0.000313729
84,2863.97,1.10905,0.93396,1.021,0.93167,0.98772,0.99422,0.65915,1.20025,1.10604,1.00713,0.000297226,0.000297226,0.000297226
85,2897.63,1.01673,0.93241,0.99765,0.98219,0.9898,0.9942,0.6522,1.27358,1.14804,1.01536,0.000280723,0.000280723,0.000280723
86,2931.67,1.09038,0.97875,1.04042,0.97109,1,0.9942,0.66017,1.2167,1.01984,1.0047,0.00026422,0.00026422,0.00026422
87,2965.17,1.10068,0.95762,1.01343,0.97109,1,0.9942,0.66017,1.2167,1.01984,1.0047,0.000247716,0.000247716,0.000247716
88,2999.19,1.09945,0.93805,1.02599,0.98285,0.98918,0.9942,0.66694,1.14111,0.98526,0.98597,0.000231213,0.000231213,0.000231213
89,3033.33,1.07295,0.93887,1.02046,0.98216,0.98675,0.99401,0.66018,1.11643,0.99241,0.97787,0.00021471,0.00021471,0.00021471
90,3067.57,1.03841,0.91834,0.98072,0.98303,0.98805,0.9944,0.67203,1.12838,0.9764,0.98226,0.000198206,0.000198206,0.000198206
91,3102.87,1.0573,1.09433,0.97906,0.97281,0.99889,0.99401,0.65516,1.23771,0.95381,1.02428,0.000181703,0.000181703,0.000181703
92,3136.93,1.06133,1.00294,1.01005,0.97281,0.99889,0.99401,0.65516,1.23771,0.95381,1.02428,0.0001652,0.0001652,0.0001652
93,3171,1.06943,1.04296,1.00241,0.97305,0.998,0.99382,0.65197,1.26147,0.95785,1.03325,0.000148696,0.000148696,0.000148696
94,3204.9,1.07243,1.07946,0.97212,0.9715,1,0.9934,0.65101,1.24548,0.97442,1.01287,0.000132193,0.000132193,0.000132193
95,3239.17,1.0825,1.05851,0.9979,0.9728,0.99734,0.99162,0.66072,1.18208,0.90142,1.00706,0.00011569,0.00011569,0.00011569
96,3275.72,1.07672,1.06825,0.96913,0.9728,0.99734,0.99162,0.66072,1.18208,0.90142,1.00706,9.91865e-05,9.91865e-05,9.91865e-05
97,3309.91,1.1156,1.04744,0.9732,0.97015,1,0.99147,0.66077,1.15961,0.87544,0.99707,8.26832e-05,8.26832e-05,8.26832e-05
98,3343.88,0.99792,1.04328,0.94513,0.97328,0.9984,0.99162,0.65728,1.14464,0.86415,0.99356,6.61799e-05,6.61799e-05,6.61799e-05
99,3377.32,1.02717,1.02083,0.97138,0.97393,0.99943,0.99186,0.66565,1.13283,0.86678,0.98482,4.96766e-05,4.96766e-05,4.96766e-05
100,3411.11,1.01038,1.02158,0.95272,0.97259,1,0.99319,0.65707,1.13129,0.85833,0.97812,3.31733e-05,3.31733e-05,3.31733e-05
