epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,2438.8,1.46477,1.31877,1.13115,0.48295,0.98,0.7031,0.36001,1.75358,1.15509,1.23697,0.000495266,0.000495266,0.000495266
73,2472.72,1.36462,1.13344,1.12546,0.48295,0.98,0.7031,0.36001,1.75358,1.15509,1.23697,0.000478762,0.000478762,0.000478762
74,2506.94,1.3885,1.17341,1.05296,0.49526,0.99,0.69065,0.35422,1.74888,1.14293,1.2281,0.000462259,0.000462259,0.000462259
75,2540.49,1.34209,1.16784,1.14013,0.50127,0.99,0.64576,0.32248,1.78076,1.14206,1.24372,0.000445756,0.000445756,0.000445756
76,2574.08,1.22204,1.28904,0.97671,0.50829,0.98,0.65707,0.31954,1.82613,1.15465,1.26802,0.000429253,0.000429253,0.000429253
77,2607.97,1.34516,1.11107,1.14674,0.4813,0.96,0.65626,0.31775,1.84154,1.16369,1.26614,0.000412749,0.000412749,0.000412749
78,2641.95,1.39161,1.30562,1.05778,0.4813,0.96,0.65626,0.31775,1.84154,1.16369,1.26614,0.000396246,0.000396246,0.000396246
79,2675.45,1.1869,1.21534,1.00748,0.49144,0.97013,0.6596,0.30056,1.92694,1.17686,1.29182,0.000379743,0.000379743,0.000379743
80,2709.92,1.35062,1.25946,1.02196,0.51145,1,0.6505,0.30359,1.91915,1.16974,1.28232,0.000363239,0.000363239,0.000363239
81,2744.26,1.46698,1.14997,1.10956,0.50587,1,0.65798,0.30099,1.92337,1.17174,1.28283,0.000346736,0.000346736,0.000346736
82,2778.13,1.25497,1.07219,1.07306,0.54131,0.99806,0.66181,0.30429,1.91373,1.15198,1.27648,0.000330233,0.000330233,0.000330233
83,2811.74,1.25123,1.0546,0.99203,0.54131,0.99806,0.66181,0.30429,1.91373,1.15198,1.27648,0.000313729,0.000313729,0.000313729
84,2871.59,1.39008,1.10289,1.09406,0.53771,0.99,0.65286,0.31411,1.86466,1.14614,1.2563,0.000297226,0.000297226,0.000297226
85,2926.28,1.33937,1.10602,1.03862,0.53308,0.99,0.66486,0.32495,1.83857,1.1488,1.24013,0.000280723,0.000280723,0.000280723
86,2969.54,1.43336,1.2539,1.122,0.49244,0.94,0.64713,0.31708,1.82665,1.15741,1.23863,0.00026422,0.00026422,0.00026422
87,3020.31,1.30813,1.17243,1.05287,0.49244,0.94,0.64713,0.31708,1.82665,1.15741,1.23863,0.000247716,0.000247716,0.000247716
88,3061,1.41592,1.0988,1.09079,0.49911,0.94863,0.64565,0.31549,1.81473,1.16558,1.23479,0.000231213,0.000231213,0.000231213
89,3099.54,1.22887,1.21266,1.0456,0.48361,0.94,0.64607,0.31902,1.81002,1.16549,1.23357,0.00021471,0.00021471,0.00021471
90,3144.25,1.3239,1.09567,1.07152,0.49199,0.96,0.62042,0.31578,1.80155,1.12608,1.23157,0.000198206,0.000198206,0.000198206
91,3183.37,1.30658,1.06402,1.02568,0.46947,0.96,0.65701,0.32257,1.81585,1.10968,1.23829,0.000181703,0.000181703,0.000181703
92,3221,1.38143,1.12335,1.12401,0.46947,0.96,0.65701,0.32257,1.81585,1.10968,1.23829,0.0001652,0.0001652,0.0001652
93,3254.75,1.37482,1.24287,1.05594,0.48051,0.96,0.67107,0.32787,1.82216,1.1252,1.25028,0.000148696,0.000148696,0.000148696
94,3288.95,1.45454,1.19631,1.1143,0.4824,0.97,0.66073,0.32776,1.81395,1.11686,1.24944,0.000132193,0.000132193,0.000132193
95,3322.84,1.39836,1.1346,1.0835,0.46877,0.94,0.68758,0.32142,1.83979,1.16899,1.27223,0.00011569,0.00011569,0.00011569
96,3358.45,1.30747,1.13461,1.07153,0.46877,0.94,0.68758,0.32142,1.83979,1.16899,1.27223,9.91865e-05,9.91865e-05,9.91865e-05
97,3393.37,1.36431,1.08495,1.06965,0.46237,0.94827,0.68606,0.33166,1.82456,1.15742,1.26844,8.26832e-05,8.26832e-05,8.26832e-05
98,3427.33,1.37361,1.12491,1.05312,0.47774,0.94,0.69368,0.32605,1.85238,1.16877,1.27861,6.61799e-05,6.61799e-05,6.61799e-05
99,3461.14,1.38779,1.14986,1.08711,0.47775,0.94,0.68967,0.32545,1.86742,1.1706,1.27601,4.96766e-05,4.96766e-05,4.96766e-05
100,3495.5,1.36228,1.16198,1.07092,0.4766,0.96,0.66627,0.32071,1.83707,1.14487,1.26019,3.31733e-05,3.31733e-05,3.31733e-05
