epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,878.962,1.55735,1.98889,1.25663,0.002,0.6,0.00338,0.00084,1.63451,4.38266,1.15326,0.00045745,0.00045745,0.00045745
37,898.78,1.47526,1.76307,1.1227,0.00267,0.8,0.00494,0.00144,1.58724,4.3376,1.12181,0.000463392,0.000463392,0.000463392
38,918.275,1.62712,1.83834,1.13335,0.00267,0.8,0.00494,0.00144,1.58724,4.3376,1.12181,0.000468938,0.000468938,0.000468938
39,939.026,1.4283,1.77878,1.15718,0.00293,0.88,0.00568,0.00159,1.57665,4.339,1.11021,0.000474088,0.000474088,0.000474088
40,962.573,1.44181,1.89612,1.13145,0.00293,0.88,0.00568,0.00159,1.57665,4.339,1.11021,0.000478842,0.000478842,0.000478842
41,984.383,1.61786,1.84259,1.07181,0.00307,0.92,0.00602,0.00182,1.55597,4.28453,1.08562,0.0004832,0.0004832,0.0004832
42,1005.67,1.3796,1.77765,1.02664,0.00307,0.92,0.00602,0.00182,1.55597,4.28453,1.08562,0.000487162,0.000487162,0.000487162
43,1025.43,1.48631,1.89778,1.04528,0.00293,0.88,0.00579,0.00209,1.56851,4.28539,1.07631,0.000490728,0.000490728,0.000490728
44,1045.11,1.50283,1.7564,1.12548,0.00293,0.88,0.00579,0.00209,1.56851,4.28539,1.07631,0.000493898,0.000493898,0.000493898
45,1067.95,1.57704,1.70443,1.13821,0.0028,0.84,0.0072,0.00235,1.57454,4.26668,1.08486,0.000496672,0.000496672,0.000496672
46,1091.4,1.4684,1.72357,1.10107,0.0028,0.84,0.0072,0.00235,1.57454,4.26668,1.08486,0.00049905,0.00049905,0.00049905
47,1113.05,1.53306,1.83356,1.13209,0.00267,0.8,0.00537,0.00173,1.5716,4.25213,1.0981,0.000501032,0.000501032,0.000501032
48,1134.59,1.49051,1.70224,1.09792,0.00267,0.8,0.00537,0.00173,1.5716,4.25213,1.0981,0.000502618,0.000502618,0.000502618
49,1158.94,1.34094,1.68397,1.02431,0.00253,0.76,0.00475,0.00167,1.5652,4.20793,1.11001,0.000503808,0.000503808,0.000503808
50,1179.68,1.38596,1.66319,1.09951,0.00253,0.76,0.00475,0.00167,1.5652,4.20793,1.11001,0.000504602,0.000504602,0.000504602
51,1201.97,1.50293,2.32474,1.21248,0.00253,0.76,0.00505,0.00155,1.59896,4.17518,1.13194,0.000505,0.000505,0.000505
52,1224.46,1.49192,1.62112,1.08148,0.00253,0.76,0.00505,0.00155,1.59896,4.17518,1.13194,0.000505002,0.000505002,0.000505002
53,1247.41,1.46387,1.64836,1.06975,0.0028,0.84,0.00618,0.00176,1.61627,4.1163,1.1373,0.000504608,0.000504608,0.000504608
54,1267.69,1.42198,1.64823,1.0887,0.0028,0.84,0.00618,0.00176,1.61627,4.1163,1.1373,0.000503818,0.000503818,0.000503818
55,1288.15,1.35627,1.75819,1.09185,0.0028,0.84,0.00619,0.00195,1.58974,4.09133,1.12785,0.000502632,0.000502632,0.000502632
56,1310.75,1.38834,1.60136,1.02842,0.0028,0.84,0.00619,0.00195,1.58974,4.09133,1.12785,0.00050105,0.00050105,0.00050105
57,1334,1.53803,1.62338,1.12484,0.0028,0.84,0.00634,0.00201,1.57211,4.06905,1.1145,0.000499072,0.000499072,0.000499072
58,1355.03,1.3749,1.74668,1.04601,0.0028,0.84,0.00634,0.00201,1.57211,4.06905,1.1145,0.000496698,0.000496698,0.000496698
59,1375.64,1.26844,1.57761,1.00673,0.0028,0.84,0.00643,0.00226,1.48897,4.104,1.05864,0.000493928,0.000493928,0.000493928
60,1399.18,1.33227,1.54352,1.03033,0.0028,0.84,0.00643,0.00226,1.48897,4.104,1.05864,0.000490762,0.000490762,0.000490762
61,1420.33,1.52943,1.65787,1.13027,0.0028,0.84,0.0084,0.00283,1.55346,4.07132,1.07311,0.0004872,0.0004872,0.0004872
62,1443.52,1.41278,1.71596,1.15351,0.0028,0.84,0.0084,0.00283,1.55346,4.07132,1.07311,0.000483242,0.000483242,0.000483242
63,1465.42,1.35547,1.5078,1.05501,0.00293,0.88,0.01487,0.00435,1.62602,4.06832,1.11088,0.000478888,0.000478888,0.000478888
64,1486.77,1.41861,1.4902,1.1003,0.00293,0.88,0.01487,0.00435,1.62602,4.06832,1.11088,0.000474138,0.000474138,0.000474138
65,1509.87,1.25378,1.46426,0.95668,0.0032,0.96,0.01841,0.00513,1.72197,4.03367,1.16801,0.000468992,0.000468992,0.000468992
66,1530.74,1.52157,1.57529,1.07801,0.0032,0.96,0.01841,0.00513,1.72197,4.03367,1.16801,0.00046345,0.00046345,0.00046345
67,1553.2,1.43589,1.63975,1.06074,0.00293,0.88,0.01824,0.00614,1.79771,4.01451,1.21338,0.000457512,0.000457512,0.000457512
68,1577.74,1.34575,1.55132,1.03823,0.00293,0.88,0.01824,0.00614,1.79771,4.01451,1.21338,0.000451178,0.000451178,0.000451178
69,1602.16,1.53229,1.48685,1.06666,0.00307,0.92,0.01251,0.00444,1.82492,3.94021,1.23162,0.000444448,0.000444448,0.000444448
70,1624.13,1.36987,1.62175,0.99062,0.00307,0.92,0.01251,0.00444,1.82492,3.94021,1.23162,0.000437322,0.000437322,0.000437322
71,1646.56,1.29642,1.44644,0.97612,0.00307,0.92,0.02155,0.00719,1.80678,3.92231,1.21215,0.0004298,0.0004298,0.0004298
72,1673.49,1.28043,1.41936,1.01738,0.00307,0.92,0.02155,0.00719,1.80678,3.92231,1.21215,0.000421882,0.000421882,0.000421882
73,1696.18,1.25157,1.56017,1.07859,0.00307,0.92,0.09851,0.04251,1.84208,3.81025,1.2213,0.000413568,0.000413568,0.000413568
74,1719.3,1.16981,1.43945,0.95631,0.00307,0.92,0.09851,0.04251,1.84208,3.81025,1.2213,0.000404858,0.000404858,0.000404858
75,1741.78,1.37371,1.50265,1.01926,0.00307,0.92,0.3094,0.12478,1.85474,3.67985,1.20525,0.000395752,0.000395752,0.000395752
76,1763.88,1.16491,1.37848,0.99658,0.00307,0.92,0.3094,0.12478,1.85474,3.67985,1.20525,0.00038625,0.00038625,0.00038625
77,1786.36,1.19824,1.31353,0.96604,0.0032,0.96,0.43738,0.16208,1.84118,3.64269,1.20459,0.000376352,0.000376352,0.000376352
78,1812.21,1.19976,1.35746,0.98562,0.0032,0.96,0.43738,0.16208,1.84118,3.64269,1.20459,0.000366058,0.000366058,0.000366058
79,1834.92,1.27693,1.29411,1.02731,0.0032,0.96,0.44408,0.16243,1.84535,3.62542,1.18502,0.000355368,0.000355368,0.000355368
80,1857,1.31686,1.36065,1.06362,0.0032,0.96,0.44408,0.16243,1.84535,3.62542,1.18502,0.000344282,0.000344282,0.000344282
81,1877.61,1.10981,1.39632,0.98966,0.0032,0.96,0.42909,0.16303,1.90478,3.60865,1.18177,0.0003328,0.0003328,0.0003328
82,1898.89,1.15148,1.265,0.93896,0.0032,0.96,0.42909,0.16303,1.90478,3.60865,1.18177,0.000320922,0.000320922,0.000320922
83,1920.88,1.09414,1.51121,1.02146,0.0032,0.96,0.44115,0.17877,1.90969,3.58354,1.19332,0.000308648,0.000308648,0.000308648
84,1944.04,1.1572,1.36311,0.99178,0.0032,0.96,0.44115,0.17877,1.90969,3.58354,1.19332,0.000295978,0.000295978,0.000295978
85,1967.4,1.07425,1.32208,0.92949,0.0032,0.96,0.5787,0.233,1.89322,3.51458,1.18361,0.000282912,0.000282912,0.000282912
86,1990.04,1.14871,1.49072,1.06359,0.0032,0.96,0.5787,0.233,1.89322,3.51458,1.18361,0.00026945,0.00026945,0.00026945
87,2013.52,1.16654,1.3769,0.96084,0.0032,0.96,0.63588,0.24615,1.89112,3.41952,1.1693,0.000255592,0.000255592,0.000255592
88,2038.61,1.19329,1.34043,0.96574,0.0032,0.96,0.63588,0.24615,1.89112,3.41952,1.1693,0.000241338,0.000241338,0.000241338
89,2065.12,1.21547,1.41192,0.96939,0.0032,0.96,0.67636,0.24659,1.89526,3.38511,1.17901,0.000226688,0.000226688,0.000226688
90,2095.05,1.36795,1.48579,1.06564,0.0032,0.96,0.67636,0.24659,1.89526,3.38511,1.17901,0.000211642,0.000211642,0.000211642
91,2119.31,1.21066,1.61927,1.04824,0.0032,0.96,0.63336,0.24857,1.89182,3.31021,1.18164,0.0001962,0.0001962,0.0001962
92,2141.78,1.14628,1.79145,1.03246,0.0032,0.96,0.63336,0.24857,1.89182,3.31021,1.18164,0.000180362,0.000180362,0.000180362
93,2165.4,1.1368,1.84424,1.05507,0.0032,0.96,0.64082,0.23968,1.89562,3.25802,1.18864,0.000164128,0.000164128,0.000164128
94,2186.74,1.04153,1.64582,0.99235,0.0032,0.96,0.64082,0.23968,1.89562,3.25802,1.18864,0.000147498,0.000147498,0.000147498
95,2207.43,1.10341,1.58912,1.03647,0.0032,0.96,0.68711,0.23608,1.90574,3.21865,1.21075,0.000130472,0.000130472,0.000130472
96,2227.31,1.15461,1.76647,0.99439,0.0032,0.96,0.68711,0.23608,1.90574,3.21865,1.21075,0.00011305,0.00011305,0.00011305
97,2249.16,1.03806,1.6901,0.9688,0.0032,0.96,0.69025,0.2464,1.92905,3.17094,1.22787,9.5232e-05,9.5232e-05,9.5232e-05
98,2271.89,1.07917,1.63029,0.93515,0.0032,0.96,0.69025,0.2464,1.92905,3.17094,1.22787,7.7018e-05,7.7018e-05,7.7018e-05
99,2302.82,1.1055,1.82097,1.01197,0.0032,0.96,0.69025,0.2464,1.92905,3.17094,1.22787,5.8408e-05,5.8408e-05,5.8408e-05
100,2333.21,1.14728,1.73013,1.00446,0.68288,0.86169,0.73021,0.26683,1.9646,3.07612,1.25447,3.9402e-05,3.9402e-05,3.9402e-05
