epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,2057.34,1.3685,1.24067,1.05668,0.98536,0.95904,0.9859,0.59416,1.27669,1.44001,1.00757,0.000676802,0.000676802,0.000676802
32,2122.7,1.3082,1.26796,1.04749,0.99539,0.79086,0.98688,0.49866,1.47637,1.78355,1.02755,0.000643795,0.000643795,0.000643795
33,2187.73,1.34211,1.2934,1.04049,0.78336,0.93599,0.98385,0.56707,1.38008,1.38414,1.05698,0.000610789,0.000610789,0.000610789
34,2251.88,1.26016,1.18336,1.00359,0.99772,0.92732,0.98822,0.59766,1.30388,1.2945,1.00334,0.000577782,0.000577782,0.000577782
35,2316.15,1.23352,1.1598,1.03741,0.99717,0.88512,0.98922,0.5822,1.32602,1.49424,1.00218,0.000544776,0.000544776,0.000544776
36,2381.23,1.22469,1.1636,1.0074,0.99895,0.8518,0.9888,0.5961,1.28614,1.42712,0.99509,0.000511769,0.000511769,0.000511769
37,2445.71,1.1936,1.14194,1.01492,0.99605,0.92335,0.9888,0.5409,1.36318,1.41136,0.97784,0.000478762,0.000478762,0.000478762
38,2509.59,1.26185,1.12104,1.00612,0.98547,0.97156,0.98864,0.56566,1.32106,1.32914,0.96949,0.000445756,0.000445756,0.000445756
39,2578.28,1.18918,1.1073,1.01127,0.98533,0.96908,0.98875,0.58271,1.33853,1.30166,0.9814,0.000412749,0.000412749,0.000412749
40,2642.27,1.21095,1.11899,1.03078,0.98051,0.97424,0.98854,0.5845,1.33902,1.23917,0.97947,0.000379743,0.000379743,0.000379743
41,2706.47,1.26398,1.38845,0.95559,0.98722,0.9703,0.98686,0.56077,1.30158,1.14823,0.95555,0.000346736,0.000346736,0.000346736
42,2773.41,1.23992,1.28261,0.95835,0.98553,0.96057,0.98655,0.57524,1.30281,1.16821,0.95857,0.000313729,0.000313729,0.000313729
43,2838.24,1.23354,1.24346,0.96281,0.98819,0.85194,0.98528,0.56695,1.3,1.14244,0.96514,0.000280723,0.000280723,0.000280723
44,2901.35,1.21712,1.31005,0.94012,0.97484,0.96796,0.9858,0.58661,1.26751,1.10145,0.97291,0.000247716,0.000247716,0.000247716
45,2964.57,1.2133,1.20244,0.95468,0.98582,0.9673,0.98646,0.5689,1.3038,1.09194,0.97128,0.00021471,0.00021471,0.00021471
46,3029.71,1.1849,1.21436,0.93298,0.98798,0.97016,0.98716,0.57608,1.2674,1.05195,0.95179,0.000181703,0.000181703,0.000181703
47,3094.54,1.16379,1.18471,0.93703,0.98068,0.97807,0.98701,0.58966,1.24193,1.04475,0.94621,0.000148696,0.000148696,0.000148696
48,3159.19,1.17093,1.15769,0.93812,0.98558,0.97407,0.98679,0.58633,1.27131,1.00998,0.94518,0.00011569,0.00011569,0.00011569
49,3223.22,1.1755,1.19953,0.92433,0.97574,0.98229,0.98661,0.60035,1.24857,1.01111,0.94011,8.26832e-05,8.26832e-05,8.26832e-05
50,3288.13,1.15824,1.11006,0.92867,0.98368,0.9703,0.98673,0.60517,1.25144,1.00744,0.93681,4.96766e-05,4.96766e-05,4.96766e-05
